"";"Horodateur";"Genre";"Age";"Pays";"Plus haut niveau d'étude";"Avez-vous déjà fait de la plongée (bouteille et/ou masque et tuba)";"Comment évaluez-vous vos connaissances sur les récifs coralliens ?";"Avez vous des problèmes avec les perception des couleurs ?";"Si vous souhaitez exercer votre droit de rétractation, veuillez contacter Gita ALISA gitaalisa0808@gmail.com avec le code suivant :"
"310";2023-05-17;"Homme";43;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_99a8c01af777674bececddde66c6eebd"
"311";2023-05-17;"Femme";38;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_6676673cdd5bc9a0182d67bc2e69a4bd"
"312";2023-05-17;"Homme";12;"French Guiana";"Aucun";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_83acb7b06175a35523dbadba79192da1"
"313";2023-05-17;"Femme";33;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_8d7c8b6a3282a10bb749c1864b379064"
"314";2023-05-17;"Femme";20;"Réunion";"Bac+3";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_be56396fbddc746ca2cf39110b1253dc"
"315";2023-05-17;"Femme";25;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_8144da288e1ebdb48af9ec2f9ead3daa"
"316";2023-05-17;"Femme";24;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_68b66e046130ff082abfbb60fd807203"
"317";2023-05-17;"Femme";58;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_cad17edfa4f28f27328ab3bbd23fe2a0"
"318";2023-05-17;"Homme";21;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_a471d4f4130d9e6bd7098699fbd1a566"
"319";2023-05-17;"Femme";33;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_50d673c601e4bd8010cf97a8c8d487d1"
"320";2023-05-17;"Femme";20;"Réunion";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_860ac4ecae88efafc6ed88c00f9d0f18"
"321";2023-05-17;"Homme";25;"Réunion";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_86d8be51039be5778260b14ddb8ef710"
"322";2023-05-17;"Femme";22;"France";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_f8223d45f62d4b9832852a31fd7b83e8"
"323";2023-05-17;"Homme";34;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_3dc2d2b7c13ecbc3cda521e96245bb09"
"324";2023-05-17;"Femme";24;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_24db4f47b592ce03946eb3433466764a"
"325";2023-05-17;"Femme";19;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_00be1645d4fe8a7a2e3837fd79342063"
"326";2023-05-17;"Femme";28;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_83766b7ca93642bb197b339df7b781dd"
"327";2023-05-17;"Homme";43;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_0e6b283660b905cf7a548330aa168225"
"328";2023-05-17;"Femme";21;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_7997ba232381fb095523918d08c573f9"
"329";2023-05-17;"Homme";52;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_6c58cbddab132ff3fe15edb1dd2573dd"
"330";2023-05-17;"Femme";29;"France";"Bac+8 (doctorat)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_32f20a598715f91a4243db11e9b4f84f"
"331";2023-05-17;"Femme";31;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_fc281e7c3403811368a919513a5a1328"
"332";2023-05-17;"Homme";31;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_905fe65aeddd43c5c2b7f967a87cebf9"
"333";2023-05-17;"Homme";49;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_a8a164fbfa51024925c175581fef4dcd"
"334";2023-05-17;"Autre";28;"France";"Bac+5";"Non";"Faible";"Oui";"ID_JUGEC_18_judge_73a67683a323fd89af83f125eda7aaf0"
"335";2023-05-17;"Homme";45;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_30df7e062cae6d8b436506d5468e3bc7"
"336";2023-05-17;"Homme";59;"France";"Bac+3";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_699414281ec6397cd0bf495838c23439"
"337";2023-05-17;"Femme";23;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_c7ca0e9e7abfbaa913849a8c93cba7c8"
"338";2023-05-17;"Femme";20;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_74a470582b5f726fb2fb2205963a3d06"
"339";2023-05-17;"Femme";26;"France";"Bac+5";"Plongée bouteille";"Aucune";"Non";"ID_JUGEC_18_judge_a071f56ce377f1c1e6563a893195ae08"
"340";2023-05-17;"Homme";21;"Mayotte";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_246fc441df7103961a1ece91416e33dc"
"341";2023-05-17;"Homme";24;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_7739944736c6b65cbb208207e3e99309"
"342";2023-05-17;"Femme";21;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_46a8f4918757ed0c4893eca1ea217309"
"343";2023-05-17;"Femme";29;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_da8591c385aa743e955c7bc3d409a8ec"
"344";2023-05-17;"Homme";24;"France";"Bac+5";"Non";"Faible";"Oui";"ID_JUGEC_18_judge_8f57eaa5a8e508786a45b96217714b12"
"345";2023-05-17;"Femme";23;"Switzerland";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_6521722b0c3846ecdd4f30f7df6d7120"
"346";2023-05-17;"Femme";18;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_f4422cc1b5fe0e7f651a560b6e2fab8a"
"347";2023-05-17;"Femme";48;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Bonne";"Non";"ID_JUGEC_18_judge_3ef2753d1740428993dc4ef69abd898e"
"348";2023-05-17;"Homme";26;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_7b4b57f8dc41723e932517593ab8bc45"
"349";2023-05-17;"Femme";38;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_dd5b1bb0854be28d06284b0ac6a75f91"
"350";2023-05-17;"Femme";28;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_08ae3cb819517cccc7b8e5af25b097ab"
"351";2023-05-17;"Homme";22;"Spain";"Bac+5";"Les deux";"Bonne";"Oui";"ID_JUGEC_18_judge_3b99e2b8b20d881258614f59328753de"
"352";2023-05-17;"Homme";20;"Réunion";"Bac+3";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_2cb6baff3c4f9fda5c4cf8de9e19f1a2"
"353";2023-05-17;"Homme";24;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_18d369ad6fb9a2c02f7baf0c76ec8dcf"
"354";2023-05-17;"Femme";21;"Réunion";"Bac+3";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_b81c13cec0d69418d553c5ba13b1c34f"
"355";2023-05-17;"Femme";51;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_b43e6aa276da5222904e42977df635de"
"356";2023-05-17;"Femme";32;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_7b51921f440b8a7e1884a85e994b8666"
"357";2023-05-17;"Femme";26;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_8614fffddba8ada0d63feecdd3078629"
"358";2023-05-17;"Homme";33;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_e40b5dff45e52d5a50f4e05db3634cba"
"359";2023-05-17;"Femme";22;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_ba2ff25098e25b3c84e5718f0334eb2c"
"360";2023-05-17;"Autre";24;"France";"Bac+5";"Non";"Bonne";"Non";"ID_JUGEC_18_judge_a7d7e9fec87fafe42aa9304ea7d341a8"
"361";2023-05-17;"Femme";26;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_07f92315fbe04e0631b604013430a574"
"362";2023-05-17;"Femme";24;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_0e498de2f2a6d6eefab9559985a60ba5"
"363";2023-05-17;"Homme";30;"Germany";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_afabdb96fbb46b1b1973a31b3eeedeb9"
"364";2023-05-17;"Homme";34;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_94261706071b7c437271493a53f5b30d"
"365";2023-05-17;"Femme";21;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_25819fd91232b33778becfe867e35df9"
"366";2023-05-17;"Femme";38;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_f9df537718f95a0cd132411a00f4b05b"
"367";2023-05-17;"Homme";48;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_ad684a8ad288efbe0fef20a56c1eb881"
"368";2023-05-17;"Homme";22;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée bouteille";"Bonne";"Non";"ID_JUGEC_18_judge_61ead4dc4f09663f345810c4185757f6"
"369";2023-05-17;"Femme";36;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_2d416613f7868a0e563d640e830deddf"
"370";2023-05-17;"Femme";26;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_46ee44843c9fc4692aba81c1e97fc099"
"371";2023-05-17;"Femme";33;"France";"Bac+5";"Les deux";"Moyenne";"Oui";"ID_JUGEC_18_judge_545218943a90e78b0ff3ce97e2993159"
"372";2023-05-17;"Homme";20;"France";"Bac+3";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_52cf4d3d2b459815a04bf7b64a2703bb"
"373";2023-05-17;"Femme";31;"Canada";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_e8c83b4827ca72241dc525d687b8320d"
"374";2023-05-17;"Femme";24;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_21847fbfea4f967d2c2c4d5832cd8beb"
"375";2023-05-17;"Femme";15;"France";"Aucun";"Non";"Faible";"Non";"ID_JUGEC_18_judge_90a6d0ff85bf66088f20566294af27d5"
"376";2023-05-17;"Femme";39;"France";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_70df2ab698a56ff968689b6693d1ff2a"
"377";2023-05-17;"Homme";42;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_d736f3b55e3897025fff5d8ebcddb21d"
"378";2023-05-17;"Femme";20;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_081664e39530fef9ca015d2e33672cc9"
"379";2023-05-17;"Femme";24;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_856ea497b959a8b93013227fc5de809d"
"380";2023-05-17;"Homme";26;"France";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_90a3170fdad1b00b45a9ff6089281397"
"381";2023-05-17;"Femme";34;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_00a2983f0b6bb2b9c75890b9a16db815"
"382";2023-05-17;"Femme";37;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_72ead1e730c2c62e630cb827c81f6bff"
"383";2023-05-17;"Femme";28;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_da90daee4d75f8f22c2d046329c31d4d"
"384";2023-05-17;"Femme";21;"Réunion";"Bac+3";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_1e4f75d22c9993f910051bdffd76ebb7"
"385";2023-05-17;"Femme";71;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_15560df69704f0bc365ba28d0ae6dc53"
"386";2023-05-17;"Femme";28;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_61474b7da3816d88fb4d4918132eb0fd"
"387";2023-05-17;"Femme";40;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_aeca6b5c2880c8ff3757bcc5490841c4"
"388";2023-05-17;"Homme";23;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_16302e8b4b2f41a8e41cc8ae86ccb6d1"
"389";2023-05-17;"Femme";28;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_2d6b5771a8e16a73cf62cd00f662f364"
"390";2023-05-17;"Femme";33;"France";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_ca4da0bc5790d7d2021459964e5a38ca"
"391";2023-05-17;"Homme";21;"France";"Bac+3";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_5840cce03f6fcb69e461e8126c593935"
"392";2023-05-17;"Femme";37;"French Guiana";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_da2972950af97a75fdac16e48a3f7d0b"
"393";2023-05-17;"Femme";29;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_5d27cddd690228dfe7adb91f5ce39c71"
"394";2023-05-17;"Femme";35;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_cfe9e56ba4c047355f84047be038a5b0"
"395";2023-05-17;"Femme";19;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_f6b581634df37efef0d152966378b26f"
"396";2023-05-17;"Femme";24;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_bd3c4c488e0602b3a873df78249c4c05"
"397";2023-05-17;"Homme";25;"France";"Bac+5";"Non";"Bonne";"Non";"ID_JUGEC_18_judge_add26c195e93493d4764d23f21d7f26f"
"398";2023-05-17;"Femme";43;"France";"Bac+5";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_13e4f01ca5d6b96a9b69589343308df4"
"399";2023-05-17;"Femme";44;"Colombia";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_2a566e7e7d4843d5ac5338423e09fde6"
"400";2023-05-17;"Femme";26;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_5080905c2db23f3df9b238f550c6ca7c"
"401";2023-05-17;"Femme";20;"Réunion";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_d1a04fb87e8350c80ca5c9c53dbe32c2"
"402";2023-05-17;"Autre";25;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_9fca9ea6d20b990d1f5fc950443898aa"
"403";2023-05-17;"Femme";38;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_3c0968ca70ac4c897401211dba513726"
"404";2023-05-17;"Femme";34;"France";"Bac+3";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_b69ce06f39d75f9d75157606f451c8f7"
"405";2023-05-17;"Homme";25;"French Southern Territories";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_3e7a7826831e6aa179d7534a36164127"
"406";2023-05-17;"Homme";45;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_5ba525daaa9e084aa8d152183103b66a"
"407";2023-05-17;"Femme";29;"Réunion";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_c2c185348496df0346c9ee83c602df15"
"408";2023-05-17;"Femme";29;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_02bd96db5d5a046873a48b9c50261f41"
"409";2023-05-17;"Femme";54;"Réunion";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_6c6203b411ca726fc93cb103b077ebe4"
"410";2023-05-17;"Femme";49;"France";"Aucun";"Non";"Faible";"Non";"ID_JUGEC_18_judge_bade50a122a52af39f3f6981068e8193"
"411";2023-05-17;"Femme";63;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_d0aabe2690d9b856cbc78f931dc1e7bd"
"412";2023-05-17;"Femme";29;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_f0752f7bb0fa0c7b4f39d19a66f5d15a"
"413";2023-05-17;"Femme";32;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_06019daf28639906bf91ecefead033cc"
"414";2023-05-17;"Femme";27;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_3e47870016883f7736d4e9647e3c1323"
"415";2023-05-17;"Homme";25;"France";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_1aac9981efef0e0435e1aaa14c4bf221"
"416";2023-05-17;"Femme";26;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_30d8bed069f85038f24dfb9b068d7245"
"417";2023-05-17;"Femme";28;"France";"Bac+8 (doctorat)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_bcb0692b83f3ed246c72bf8e287d4751"
"418";2023-05-17;"Homme";31;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_b90e8d25899602836067b13b3926c72c"
"419";2023-05-17;"Homme";45;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_ab6cc76c3e604349cd476418bb8e15c8"
"420";2023-05-17;"Homme";59;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_b8c6bb331b0ef346e1f94d4ec09330bd"
"421";2023-05-17;"Autre";25;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_dc692758ba0403905d681a5243dee69d"
"422";2023-05-17;"Femme";23;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_81aa5b238d8fdbe2013f2639fc160416"
"423";2023-05-17;"Femme";30;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_69551815ee216c962a45079c54c8c2a9"
"424";2023-05-17;"Femme";29;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_8d53252abaaf2d11350978ffa85dc6b8"
"425";2023-05-17;"Homme";22;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_1740b9d73324049435fd0ddf7aa83f9d"
"426";2023-05-17;"Femme";24;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_72d21e3280a912d861acd3391522bf07"
"427";2023-05-17;"Femme";53;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_e1bc6bf6aa09cb809c1f17f496093d0d"
"428";2023-05-17;"Homme";43;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_cbda10ccf47710161007d52ea93b0f81"
"429";2023-05-17;"Femme";12;"France";"Aucun";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_c86002a59c0743decf27391eb760683e"
"430";2023-05-17;"Femme";77;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_22f7eff9b33a17930a7846c441041fce"
"431";2023-05-17;"Femme";78;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Oui";"ID_JUGEC_18_judge_76ecef9c9bae752f712c0e0bb2059b53"
"432";2023-05-17;"Femme";25;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_c479bda958f13dc62a148a6ace197278"
"433";2023-05-17;"Femme";50;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_8f87f090bad788e616869f1a4e953281"
"434";2023-05-17;"Femme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_d10bbb7c040d4120b4254afea19ab1e1"
"435";2023-05-17;"Homme";35;"Morocco";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_68046957e97e8d1bf2f0118e7a9e4936"
"436";2023-05-17;"Femme";55;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_7c26ebe251e5680e0fd1c58e139b3539"
"437";2023-05-17;"Femme";21;"Réunion";"Bac+3";"Les deux";"Excellente";"Oui";"ID_JUGEC_18_judge_e10a5e7c210dd8a283056ae60d2f221b"
"438";2023-05-17;"Femme";48;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_d4fe0131fa353fba55e4f0353a7b6071"
"439";2023-05-17;"Homme";17;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_ed5b220fe3f6831ca75f06701926560b"
"440";2023-05-17;"Femme";36;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_a5685e6062912e7dc72840c5c0a319c4"
"441";2023-05-17;"Homme";14;"France";"Aucun";"Plongée bouteille";"Aucune";"Non";"ID_JUGEC_18_judge_70bdf3567f31a9f003dd775861dfbbe4"
"442";2023-05-17;"Femme";38;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_33c10b187374744d7faa6ce68e769a4f"
"443";2023-05-17;"Femme";22;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_c369bcceff9914814f301c0db716272d"
"444";2023-05-17;"Femme";53;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_3fe150c2b3bcb39db297c5bfc0524f03"
"445";2023-05-17;"Homme";51;"Portugal";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_0a6af65d34f9f9785c1952386799742c"
"446";2023-05-17;"Femme";41;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_1e021a37d1c79161c817e2600b25594d"
"447";2023-05-17;"Femme";22;"French Southern Territories";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_379c664c00ce54efa52cfef7427e84f9"
"448";2023-05-17;"Femme";27;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_611154db84942c74728351e183c79bbc"
"449";2023-05-17;"Femme";45;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_622ac96a7d42399c15869dcf0a370e37"
"450";2023-05-17;"Femme";39;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_0be7f0f77873fc7141e0f8ae81c81e6e"
"451";2023-05-17;"Femme";36;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_994383391d3abf694b6e0d38655e87a8"
"452";2023-05-17;"Femme";41;"French Guiana";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_a41ff0d88a16a46e5e81d48cc77cd7ed"
"453";2023-05-18;"Homme";44;"France";"Bac+5";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_dd50917007aa3c5e39d4f10e29ad3c55"
"454";2023-05-18;"Femme";25;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_fddf56bf29eb3810c23bbb1577adb11e"
"455";2023-05-18;"Homme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_fa128f47c57732270e628ef4940000ab"
"456";2023-05-18;"Femme";64;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_9d5b6e114d2ca07739d0e6e7a97adb0c"
"457";2023-05-18;"Femme";34;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_e3652efa3130e16e358c240c2a5c8b45"
"458";2023-05-18;"Femme";20;"France";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_49be33a5b777dfaf6fdac276cc5f89b8"
"459";2023-05-18;"Homme";54;"Réunion";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_81bf14666434e88347a0998a7983d785"
"460";2023-05-18;"Homme";55;"France";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_64af03620f1d3f26e305840fbc823d0a"
"461";2023-05-18;"Femme";20;"Réunion";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_daef92e960f59ebdc69c1f561405ae33"
"462";2023-05-18;"Homme";25;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_2c28a08b3b0c32ae350a72a5cd2b6061"
"463";2023-05-18;"Femme";31;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_822a4ef0f30441a6ed86d4fd5704a57b"
"464";2023-05-18;"Femme";24;"French Southern Territories";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_dced89d06cab6e01a09269d9afe9a00b"
"465";2023-05-18;"Homme";22;"France";"Bac+3";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_2a504773eb367d5e5b50c8466e671454"
"466";2023-05-18;"Femme";36;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_462729f3bee3471414b40d03821cad9e"
"467";2023-05-18;"Homme";51;"French Southern Territories";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_88f28c634d1e752826fca64614176810"
